,DATE,CUMULATIVE_COMPACTION,site,data_version
7045,3/27/1984,0.281,Northeast,2023
7046,4/24/1984,0.289,Northeast,2023
7047,5/22/1984,0.294,Northeast,2023
7048,6/19/1984,0.301,Northeast,2023
7049,7/17/1984,0.306,Northeast,2023
7050,8/14/1984,0.312,Northeast,2023
7051,9/11/1984,0.318,Northeast,2023
7052,10/9/1984,0.324,Northeast,2023
7053,11/6/1984,0.326,Northeast,2023
7054,12/5/1984,0.329,Northeast,2023
7055,1/2/1985,0.331,Northeast,2023
7056,1/29/1985,0.334,Northeast,2023
7057,2/26/1985,0.336,Northeast,2023
7058,3/26/1985,0.34,Northeast,2023
7059,4/23/1985,0.345,Northeast,2023
7060,5/21/1985,0.351,Northeast,2023
7061,6/18/1985,0.358,Northeast,2023
7062,7/17/1985,0.363,Northeast,2023
7063,8/13/1985,0.371,Northeast,2023
7064,9/10/1985,0.381,Northeast,2023
7065,10/8/1985,0.393,Northeast,2023
7066,11/5/1985,0.397,Northeast,2023
7067,12/3/1985,0.398,Northeast,2023
7068,12/19/1985,0.399,Northeast,2023
7069,1/16/1986,0.404,Northeast,2023
7070,2/12/1986,0.405,Northeast,2023
7071,3/13/1986,0.41,Northeast,2023
7072,4/10/1986,0.416,Northeast,2023
7073,5/9/1986,0.421,Northeast,2023
7074,6/5/1986,0.423,Northeast,2023
7075,7/3/1986,0.427,Northeast,2023
7076,7/31/1986,0.434,Northeast,2023
7077,8/28/1986,0.443,Northeast,2023
7078,9/25/1986,0.449,Northeast,2023
7079,10/23/1986,0.451,Northeast,2023
7080,11/20/1986,0.454,Northeast,2023
7081,12/17/1986,0.453,Northeast,2023
7082,1/15/1987,0.456,Northeast,2023
7083,2/12/1987,0.461,Northeast,2023
7084,3/6/1987,0.463,Northeast,2023
7085,4/2/1987,0.465,Northeast,2023
7086,4/30/1987,0.471,Northeast,2023
7087,5/28/1987,0.476,Northeast,2023
7088,6/25/1987,0.478,Northeast,2023
7089,7/23/1987,0.479,Northeast,2023
7090,8/20/1987,0.487,Northeast,2023
7091,9/17/1987,0.497,Northeast,2023
7092,10/15/1987,0.507,Northeast,2023
7093,11/12/1987,0.515,Northeast,2023
7094,12/9/1987,0.516,Northeast,2023
7095,1/7/1988,0.514,Northeast,2023
7096,2/4/1988,0.516,Northeast,2023
7097,3/3/1988,0.517,Northeast,2023
7098,3/31/1988,0.517,Northeast,2023
7099,4/28/1988,0.524,Northeast,2023
7100,5/26/1988,0.528,Northeast,2023
7101,6/23/1988,0.535,Northeast,2023
7102,7/21/1988,0.551,Northeast,2023
7103,8/18/1988,0.561,Northeast,2023
7104,9/14/1988,0.579,Northeast,2023
7105,10/13/1988,0.596,Northeast,2023
7106,11/9/1988,0.609,Northeast,2023
7107,12/8/1988,0.61,Northeast,2023
7108,1/5/1989,0.611,Northeast,2023
7109,2/2/1989,0.61,Northeast,2023
7110,3/2/1989,0.609,Northeast,2023
7111,3/29/1989,0.609,Northeast,2023
7112,4/27/1989,0.612,Northeast,2023
7113,5/25/1989,0.609,Northeast,2023
7114,6/22/1989,0.627,Northeast,2023
7115,7/20/1989,0.616,Northeast,2023
7116,8/17/1989,0.62,Northeast,2023
7117,9/14/1989,0.627,Northeast,2023
7118,10/12/1989,0.659,Northeast,2023
7119,11/8/1989,0.687,Northeast,2023
7120,12/7/1989,0.688,Northeast,2023
7121,1/4/1990,0.688,Northeast,2023
7122,2/1/1990,0.669,Northeast,2023
7123,3/1/1990,0.656,Northeast,2023
7124,3/29/1990,0.657,Northeast,2023
7125,4/26/1990,0.66,Northeast,2023
7126,5/24/1990,0.664,Northeast,2023
7127,6/21/1990,0.687,Northeast,2023
7128,7/19/1990,0.708,Northeast,2023
7129,8/16/1990,0.738,Northeast,2023
7130,9/14/1990,0.76,Northeast,2023
7131,10/11/1990,0.769,Northeast,2023
7132,11/7/1990,0.772,Northeast,2023
7133,12/6/1990,0.768,Northeast,2023
7134,1/3/1991,0.761,Northeast,2023
7135,1/31/1991,0.726,Northeast,2023
7136,2/28/1991,0.724,Northeast,2023
7137,3/27/1991,0.727,Northeast,2023
7138,4/25/1991,0.727,Northeast,2023
7139,5/23/1991,0.734,Northeast,2023
7140,6/24/1991,0.739,Northeast,2023
7141,7/18/1991,0.746,Northeast,2023
7142,8/15/1991,0.773,Northeast,2023
7143,9/13/1991,0.789,Northeast,2023
7144,10/10/1991,0.793,Northeast,2023
7145,11/8/1991,0.806,Northeast,2023
7146,12/6/1991,0.787,Northeast,2023
7147,1/2/1992,0.765,Northeast,2023
7148,1/30/1992,0.761,Northeast,2023
7149,2/27/1992,0.76,Northeast,2023
7150,3/25/1992,0.763,Northeast,2023
7151,4/23/1992,0.763,Northeast,2023
7152,5/21/1992,0.764,Northeast,2023
7153,6/17/1992,0.766,Northeast,2023
7154,7/16/1992,0.78,Northeast,2023
7155,8/13/1992,0.78,Northeast,2023
7156,9/10/1992,0.792,Northeast,2023
7157,10/8/1992,0.8,Northeast,2023
7158,11/5/1992,0.809,Northeast,2023
7159,12/2/1992,0.796,Northeast,2023
7160,12/30/1992,0.781,Northeast,2023
7161,1/28/1993,0.779,Northeast,2023
7162,2/25/1993,0.778,Northeast,2023
7163,3/25/1993,0.777,Northeast,2023
7164,4/23/1993,0.783,Northeast,2023
7165,5/19/1993,0.783,Northeast,2023
7166,6/16/1993,0.787,Northeast,2023
7167,7/15/1993,0.788,Northeast,2023
7168,8/12/1993,0.794,Northeast,2023
7169,9/10/1993,0.804,Northeast,2023
7170,10/7/1993,0.81,Northeast,2023
7171,11/5/1993,0.806,Northeast,2023
7172,12/2/1993,0.804,Northeast,2023
7173,12/29/1993,0.804,Northeast,2023
7174,1/27/1994,0.805,Northeast,2023
7175,2/24/1994,0.805,Northeast,2023
7176,3/24/1994,0.805,Northeast,2023
7177,4/21/1994,0.805,Northeast,2023
7178,5/20/1994,0.804,Northeast,2023
7179,6/16/1994,0.804,Northeast,2023
7180,7/14/1994,0.804,Northeast,2023
7181,8/11/1994,0.805,Northeast,2023
7182,9/9/1994,0.807,Northeast,2023
7183,10/5/1994,0.81,Northeast,2023
7184,11/3/1994,0.813,Northeast,2023
7185,12/1/1994,0.813,Northeast,2023
7186,12/29/1994,0.813,Northeast,2023
7187,1/27/1995,0.811,Northeast,2023
7188,2/23/1995,0.814,Northeast,2023
7189,3/23/1995,0.813,Northeast,2023
7190,4/20/1995,0.813,Northeast,2023
7191,5/21/1995,0.815,Northeast,2023
7192,6/16/1995,0.816,Northeast,2023
7193,7/14/1995,0.817,Northeast,2023
7194,8/11/1995,0.819,Northeast,2023
7195,9/8/1995,0.819,Northeast,2023
7196,10/9/1995,0.821,Northeast,2023
7197,11/3/1995,0.822,Northeast,2023
7198,11/30/1995,0.823,Northeast,2023
7199,1/3/1996,0.822,Northeast,2023
7200,1/25/1996,0.823,Northeast,2023
7201,2/22/1996,0.825,Northeast,2023
7202,3/21/1996,0.826,Northeast,2023
7203,4/18/1996,0.826,Northeast,2023
7204,5/16/1996,0.825,Northeast,2023
7205,6/13/1996,0.827,Northeast,2023
7206,7/11/1996,0.829,Northeast,2023
7207,8/8/1996,0.834,Northeast,2023
7208,9/5/1996,0.834,Northeast,2023
7209,10/3/1996,0.835,Northeast,2023
7210,10/30/1996,0.837,Northeast,2023
7211,11/27/1996,0.837,Northeast,2023
7212,12/23/1996,0.838,Northeast,2023
7213,1/24/1997,0.838,Northeast,2023
7214,2/19/1997,0.838,Northeast,2023
7215,3/20/1997,0.836,Northeast,2023
7216,4/17/1997,0.837,Northeast,2023
7217,5/15/1997,0.837,Northeast,2023
7218,6/14/1997,0.839,Northeast,2023
7219,7/10/1997,0.84,Northeast,2023
7220,8/8/1997,0.842,Northeast,2023
7221,9/5/1997,0.844,Northeast,2023
7222,10/2/1997,0.845,Northeast,2023
7223,10/30/1997,0.845,Northeast,2023
7224,11/25/1997,0.846,Northeast,2023
7225,12/23/1997,0.845,Northeast,2023
7226,1/23/1998,0.842,Northeast,2023
7227,2/18/1998,0.842,Northeast,2023
7228,3/19/1998,0.841,Northeast,2023
7229,4/15/1998,0.841,Northeast,2023
7230,5/13/1998,0.843,Northeast,2023
7231,6/11/1998,0.845,Northeast,2023
7232,7/9/1998,0.846,Northeast,2023
7233,8/7/1998,0.85,Northeast,2023
7234,9/4/1998,0.853,Northeast,2023
7235,10/5/1998,0.854,Northeast,2023
7236,10/27/1998,0.853,Northeast,2023
7237,11/24/1998,0.852,Northeast,2023
7238,12/16/1998,0.852,Northeast,2023
7239,1/14/1999,0.852,Northeast,2023
7240,2/16/1999,0.854,Northeast,2023
7241,3/15/1999,0.855,Northeast,2023
7242,4/8/1999,0.84,Northeast,2023
7243,5/7/1999,0.843,Northeast,2023
7244,6/4/1999,0.843,Northeast,2023
7245,7/2/1999,0.842,Northeast,2023
7246,7/28/1999,0.844,Northeast,2023
7247,8/27/1999,0.847,Northeast,2023
7248,9/27/1999,0.849,Northeast,2023
7249,10/25/1999,0.853,Northeast,2023
7250,11/22/1999,0.855,Northeast,2023
7251,12/17/1999,0.856,Northeast,2023
7252,1/12/2000,0.857,Northeast,2023
7253,2/11/2000,0.857,Northeast,2023
7254,3/11/2000,0.858,Northeast,2023
7255,4/6/2000,0.856,Northeast,2023
7256,5/8/2000,0.857,Northeast,2023
7257,5/31/2000,0.859,Northeast,2023
7258,6/29/2000,0.861,Northeast,2023
7259,7/27/2000,0.864,Northeast,2023
7260,8/23/2000,0.866,Northeast,2023
7261,9/21/2000,0.871,Northeast,2023
7262,10/23/2000,0.873,Northeast,2023
7263,11/16/2000,0.872,Northeast,2023
7264,12/15/2000,0.872,Northeast,2023
7265,1/15/2001,0.87,Northeast,2023
7266,2/8/2001,0.869,Northeast,2023
7267,3/9/2001,0.868,Northeast,2023
7268,4/5/2001,0.867,Northeast,2023
7269,5/3/2001,0.869,Northeast,2023
7270,5/30/2001,0.867,Northeast,2023
7271,6/28/2001,0.866,Northeast,2023
7272,7/27/2001,0.867,Northeast,2023
7273,8/23/2001,0.869,Northeast,2023
7274,9/21/2001,0.869,Northeast,2023
7275,10/18/2001,0.868,Northeast,2023
7276,11/15/2001,0.869,Northeast,2023
7277,12/13/2001,0.867,Northeast,2023
7278,1/11/2002,0.868,Northeast,2023
7279,2/6/2002,0.87,Northeast,2023
7280,3/7/2002,0.87,Northeast,2023
7281,4/3/2002,0.871,Northeast,2023
7282,5/3/2002,0.871,Northeast,2023
7283,5/31/2002,0.872,Northeast,2023
7284,6/26/2002,0.872,Northeast,2023
7285,7/24/2002,0.869,Northeast,2023
7286,8/22/2002,0.869,Northeast,2023
7287,9/20/2002,0.868,Northeast,2023
7288,10/18/2002,0.869,Northeast,2023
7289,11/15/2002,0.86,Northeast,2023
7290,12/13/2002,0.86,Northeast,2023
7291,1/8/2003,0.861,Northeast,2023
7292,2/6/2003,0.862,Northeast,2023
7293,3/6/2003,0.861,Northeast,2023
7294,4/4/2003,0.863,Northeast,2023
7295,5/2/2003,0.865,Northeast,2023
7296,5/28/2003,0.868,Northeast,2023
7297,6/27/2003,0.868,Northeast,2023
7298,7/24/2003,0.868,Northeast,2023
7299,8/21/2003,0.872,Northeast,2023
7300,9/19/2003,0.872,Northeast,2023
7301,10/17/2003,0.872,Northeast,2023
7302,11/13/2003,0.873,Northeast,2023
7303,12/11/2003,0.872,Northeast,2023
7304,1/8/2004,0.865,Northeast,2023
7305,2/5/2004,0.858,Northeast,2023
7306,3/4/2004,0.853,Northeast,2023
7307,3/30/2004,0.851,Northeast,2023
7308,4/29/2004,0.848,Northeast,2023
7309,5/27/2004,0.85,Northeast,2023
7310,6/22/2004,0.849,Northeast,2023
7311,7/20/2004,0.846,Northeast,2023
7312,8/18/2004,0.841,Northeast,2023
7313,9/15/2004,0.841,Northeast,2023
7314,10/12/2004,0.84,Northeast,2023
7315,11/8/2004,0.839,Northeast,2023
7316,12/6/2004,0.836,Northeast,2023
7317,1/6/2005,0.835,Northeast,2023
7318,2/2/2005,0.831,Northeast,2023
7319,3/2/2005,0.827,Northeast,2023
7320,3/28/2005,0.825,Northeast,2023
7321,4/29/2005,0.825,Northeast,2023
7322,5/25/2005,0.825,Northeast,2023
7323,6/22/2005,0.827,Northeast,2023
7324,7/19/2005,0.825,Northeast,2023
7325,8/18/2005,0.828,Northeast,2023
7326,9/26/2005,0.83,Northeast,2023
7327,10/18/2005,0.833,Northeast,2023
7328,11/17/2005,0.837,Northeast,2023
7329,12/15/2005,0.84,Northeast,2023
7330,1/6/2006,0.841,Northeast,2023
7331,2/6/2006,0.841,Northeast,2023
7332,3/8/2006,0.842,Northeast,2023
7333,4/4/2006,0.843,Northeast,2023
7334,5/1/2006,0.844,Northeast,2023
7335,5/30/2006,0.845,Northeast,2023
7336,6/29/2006,0.845,Northeast,2023
7337,7/28/2006,0.843,Northeast,2023
7338,8/24/2006,0.845,Northeast,2023
7339,9/26/2006,0.846,Northeast,2023
7340,10/23/2006,0.845,Northeast,2023
7341,11/16/2006,0.845,Northeast,2023
7342,12/14/2006,0.845,Northeast,2023
7343,1/10/2007,0.842,Northeast,2023
7344,2/6/2007,0.837,Northeast,2023
7345,3/10/2007,0.835,Northeast,2023
7346,4/4/2007,0.835,Northeast,2023
7347,5/4/2007,0.836,Northeast,2023
7348,6/4/2007,0.834,Northeast,2023
7349,6/29/2007,0.832,Northeast,2023
7350,7/24/2007,0.831,Northeast,2023
7351,8/21/2007,0.827,Northeast,2023
7352,9/18/2007,0.826,Northeast,2023
7353,10/19/2007,0.827,Northeast,2023
7354,11/19/2007,0.827,Northeast,2023
7355,1/4/2008,0.826,Northeast,2023
7356,2/11/2008,0.824,Northeast,2023
7357,3/12/2008,0.824,Northeast,2023
7358,4/7/2008,0.825,Northeast,2023
7359,5/12/2008,0.826,Northeast,2023
7360,6/12/2008,0.827,Northeast,2023
7361,7/11/2008,0.827,Northeast,2023
7362,8/28/2008,0.827,Northeast,2023
7363,10/1/2008,0.829,Northeast,2023
7364,10/29/2008,0.83,Northeast,2023
7365,11/25/2008,0.831,Northeast,2023
7366,12/19/2008,0.832,Northeast,2023
7367,1/23/2009,0.834,Northeast,2023
7368,3/6/2009,0.836,Northeast,2023
7369,4/1/2009,0.835,Northeast,2023
7370,4/30/2009,0.834,Northeast,2023
7371,5/28/2009,0.836,Northeast,2023
7372,6/24/2009,0.843,Northeast,2023
7373,7/21/2009,0.85,Northeast,2023
7374,8/18/2009,0.852,Northeast,2023
7375,9/16/2009,0.855,Northeast,2023
7376,10/15/2009,0.853,Northeast,2023
7377,11/10/2009,0.852,Northeast,2023
7378,12/9/2009,0.85,Northeast,2023
7379,1/6/2010,0.85,Northeast,2023
7380,2/10/2010,0.849,Northeast,2023
7381,3/11/2010,0.849,Northeast,2023
7382,3/30/2010,0.85,Northeast,2023
7383,5/4/2010,0.853,Northeast,2023
7384,6/3/2010,0.854,Northeast,2023
7385,6/29/2010,0.858,Northeast,2023
7386,7/27/2010,0.854,Northeast,2023
7387,8/26/2010,0.868,Northeast,2023
7388,9/23/2010,0.86,Northeast,2023
7389,10/19/2010,0.864,Northeast,2023
7390,11/18/2010,0.867,Northeast,2023
7391,12/13/2010,0.863,Northeast,2023
7392,1/5/2011,0.859,Northeast,2023
7393,2/1/2011,0.855,Northeast,2023
7394,3/1/2011,0.854,Northeast,2023
7395,3/30/2011,0.854,Northeast,2023
7396,5/12/2011,0.861,Northeast,2023
7397,6/7/2011,0.872,Northeast,2023
7398,7/6/2011,0.889,Northeast,2023
7399,8/3/2011,0.895,Northeast,2023
7400,9/7/2011,0.93,Northeast,2023
7401,10/6/2011,0.947,Northeast,2023
7402,11/2/2011,0.948,Northeast,2023
7403,11/30/2011,0.95,Northeast,2023
7404,12/30/2011,0.934,Northeast,2023
7405,1/23/2012,0.908,Northeast,2023
7406,2/23/2012,0.881,Northeast,2023
7407,3/21/2012,0.88,Northeast,2023
7408,4/18/2012,0.882,Northeast,2023
7409,5/17/2012,0.886,Northeast,2023
7410,6/12/2012,0.887,Northeast,2023
7411,7/5/2012,0.89,Northeast,2023
7412,8/6/2012,0.887,Northeast,2023
7413,9/5/2012,0.902,Northeast,2023
7414,10/15/2012,0.926,Northeast,2023
7415,11/7/2012,0.927,Northeast,2023
7416,12/4/2012,0.928,Northeast,2023
7417,1/8/2013,0.928,Northeast,2023
7418,2/22/2013,0.917,Northeast,2023
7419,4/2/2013,0.913,Northeast,2023
7420,4/29/2013,0.901,Northeast,2023
7421,5/30/2013,0.899,Northeast,2023
7422,6/21/2013,0.901,Northeast,2023
7423,7/23/2013,0.909,Northeast,2023
7424,8/29/2013,0.915,Northeast,2023
7425,9/24/2013,0.925,Northeast,2023
7426,10/21/2013,0.926,Northeast,2023
7427,11/20/2013,0.914,Northeast,2023
7428,12/19/2013,0.908,Northeast,2023
7429,1/27/2014,0.906,Northeast,2023
7430,3/3/2014,0.9,Northeast,2023
7431,4/3/2014,0.896,Northeast,2023
7432,5/15/2014,0.898,Northeast,2023
7433,6/9/2014,0.897,Northeast,2023
7434,7/10/2014,0.913,Northeast,2023
7435,8/12/2014,0.929,Northeast,2023
7436,9/3/2014,0.937,Northeast,2023
7437,10/10/2014,0.935,Northeast,2023
7438,11/6/2014,0.939,Northeast,2023
7439,12/11/2014,0.933,Northeast,2023
7440,1/15/2015,0.899,Northeast,2023
7441,2/24/2015,0.898,Northeast,2023
7442,4/1/2015,0.893,Northeast,2023
7443,4/27/2015,0.891,Northeast,2023
7444,5/18/2015,0.891,Northeast,2023
7445,6/25/2015,0.892,Northeast,2023
7446,7/22/2015,0.903,Northeast,2023
7447,9/9/2015,0.949,Northeast,2023
7448,9/30/2015,0.95,Northeast,2023
7449,10/26/2015,0.954,Northeast,2023
7450,11/25/2015,0.916,Northeast,2023
7451,12/23/2015,0.905,Northeast,2023
7452,1/20/2016,0.902,Northeast,2023
7453,3/1/2016,0.902,Northeast,2023
7454,3/31/2016,0.901,Northeast,2023
7455,5/3/2016,0.901,Northeast,2023
7456,6/1/2016,0.903,Northeast,2023
7457,7/1/2016,0.906,Northeast,2023
7458,8/2/2016,0.939,Northeast,2023
7459,9/1/2016,0.936,Northeast,2023
7460,9/27/2016,0.931,Northeast,2023
7461,10/24/2016,0.939,Northeast,2023
7462,12/8/2016,0.948,Northeast,2023
7463,1/3/2017,0.947,Northeast,2023
7464,1/31/2017,0.924,Northeast,2023
7465,3/7/2017,0.916,Northeast,2023
7466,3/31/2017,0.916,Northeast,2023
7467,4/20/2017,0.916,Northeast,2023
7468,5/31/2017,0.936,Northeast,2023
7469,6/23/2017,0.951,Northeast,2023
7470,7/21/2017,0.963,Northeast,2023
7471,8/16/2017,0.969,Northeast,2023
7472,9/26/2017,0.93,Northeast,2023
7473,10/25/2017,0.943,Northeast,2023
7474,11/20/2017,0.954,Northeast,2023
7475,12/28/2017,0.956,Northeast,2023
7476,1/30/2018,0.942,Northeast,2023
7477,2/28/2018,0.922,Northeast,2023
7478,3/23/2018,0.924,Northeast,2023
7479,4/18/2018,0.925,Northeast,2023
7480,5/22/2018,0.943,Northeast,2023
7481,6/25/2018,0.98,Northeast,2023
7482,7/19/2018,0.982,Northeast,2023
7483,8/31/2018,1.008,Northeast,2023
7484,9/19/2018,0.992,Northeast,2023
7485,10/31/2018,0.956,Northeast,2023
7486,11/21/2018,0.936,Northeast,2023
7487,12/18/2018,0.932,Northeast,2023
7488,1/31/2019,0.929,Northeast,2023
7489,2/27/2019,0.929,Northeast,2023
7490,3/19/2019,0.93,Northeast,2023
7491,4/17/2019,0.932,Northeast,2023
7492,5/22/2019,0.935,Northeast,2023
7493,6/24/2019,0.951,Northeast,2023
7494,7/25/2019,0.977,Northeast,2023
7495,8/22/2019,1.016,Northeast,2023
7496,10/2/2019,1.006,Northeast,2023
7497,11/4/2019,0.998,Northeast,2023
7498,11/26/2019,0.98,Northeast,2023
7499,12/27/2019,0.976,Northeast,2023
7500,1/28/2020,0.957,Northeast,2023
7501,3/4/2020,0.95,Northeast,2023
7502,4/7/2020,0.951,Northeast,2023
7503,5/1/2020,0.961,Northeast,2023
7504,5/29/2020,0.992,Northeast,2023
7505,6/24/2020,1.021,Northeast,2023
7506,7/23/2020,1.028,Northeast,2023
7507,8/20/2020,1.025,Northeast,2023
7508,9/24/2020,1.025,Northeast,2023
7509,10/29/2020,1.02,Northeast,2023
7510,11/24/2020,1.03,Northeast,2023
7511,12/30/2020,0.99,Northeast,2023
7512,1/29/2021,1.001,Northeast,2023
7513,2/25/2021,0.997,Northeast,2023
7514,4/1/2021,0.998,Northeast,2023
7515,5/6/2021,1.003,Northeast,2023
7516,6/4/2021,0.998,Northeast,2023
7517,6/30/2021,0.997,Northeast,2023
7518,7/23/2021,0.997,Northeast,2023
7519,9/7/2021,1.007,Northeast,2023
7520,9/23/2021,1.009,Northeast,2023
7521,10/29/2021,1.005,Northeast,2023
7522,11/18/2021,1.004,Northeast,2023
7523,1/7/2022,1.003,Northeast,2023
7524,1/26/2022,1.002,Northeast,2023
7525,2/28/2022,1.0,Northeast,2023
7526,3/30/2022,1.0,Northeast,2023
7527,4/27/2022,1.002,Northeast,2023
7528,6/2/2022,1.025,Northeast,2023
7529,6/28/2022,1.058,Northeast,2023
7530,7/28/2022,1.07,Northeast,2023
7531,8/30/2022,1.077,Northeast,2023
7532,9/27/2022,1.08,Northeast,2023
7533,11/3/2022,1.094,Northeast,2023
7534,12/1/2022,1.064,Northeast,2023
7535,12/27/2022,1.053,Northeast,2023
7536,1/26/2023,1.027,Northeast,2023
7537,2/28/2023,1.014,Northeast,2023
7538,3/27/2023,1.015,Northeast,2023
7539,4/27/2023,1.014,Northeast,2023
7540,5/30/2023,1.013,Northeast,2023
7541,6/29/2023,1.038,Northeast,2023
7542,7/24/2023,1.071,Northeast,2023
7543,9/1/2023,1.122,Northeast,2023
7544,9/29/2023,1.131,Northeast,2023
7545,11/1/2023,1.132,Northeast,2023
7546,12/4/2023,1.132,Northeast,2023
7547,12/28/2023,1.128,Northeast,2023
7548,7/24/1973,1.347,JohnsonSpaceCenter,2023
7549,8/24/1973,1.357,JohnsonSpaceCenter,2023
7550,9/24/1973,1.367,JohnsonSpaceCenter,2023
7551,10/24/1973,1.38,JohnsonSpaceCenter,2023
7552,11/21/1973,1.395,JohnsonSpaceCenter,2023
7553,12/20/1973,1.4,JohnsonSpaceCenter,2023
7554,1/21/1974,1.405,JohnsonSpaceCenter,2023
7555,2/22/1974,1.42,JohnsonSpaceCenter,2023
7556,3/22/1974,1.43,JohnsonSpaceCenter,2023
7557,4/24/1974,1.435,JohnsonSpaceCenter,2023
7558,5/24/1974,1.455,JohnsonSpaceCenter,2023
7559,6/24/1974,1.475,JohnsonSpaceCenter,2023
7560,7/24/1974,1.485,JohnsonSpaceCenter,2023
7561,8/23/1974,1.501,JohnsonSpaceCenter,2023
7562,9/24/1974,1.507,JohnsonSpaceCenter,2023
7563,10/24/1974,1.524,JohnsonSpaceCenter,2023
7564,11/22/1974,1.527,JohnsonSpaceCenter,2023
7565,12/20/1974,1.535,JohnsonSpaceCenter,2023
7566,1/24/1975,1.544,JohnsonSpaceCenter,2023
7567,2/24/1975,1.555,JohnsonSpaceCenter,2023
7568,3/24/1975,1.565,JohnsonSpaceCenter,2023
7569,4/24/1975,1.576,JohnsonSpaceCenter,2023
7570,5/23/1975,1.585,JohnsonSpaceCenter,2023
7571,6/25/1975,1.598,JohnsonSpaceCenter,2023
7572,7/24/1975,1.609,JohnsonSpaceCenter,2023
7573,8/25/1975,1.621,JohnsonSpaceCenter,2023
7574,9/24/1975,1.633,JohnsonSpaceCenter,2023
7575,10/24/1975,1.647,JohnsonSpaceCenter,2023
7576,10/25/1975,1.641,JohnsonSpaceCenter,2023
7577,11/24/1975,1.654,JohnsonSpaceCenter,2023
7578,12/24/1975,1.665,JohnsonSpaceCenter,2023
7579,1/23/1976,1.673,JohnsonSpaceCenter,2023
7580,2/24/1976,1.685,JohnsonSpaceCenter,2023
7581,3/24/1976,1.693,JohnsonSpaceCenter,2023
7582,4/23/1976,1.705,JohnsonSpaceCenter,2023
7583,5/24/1976,1.716,JohnsonSpaceCenter,2023
7584,6/21/1976,1.725,JohnsonSpaceCenter,2023
7585,7/29/1976,1.734,JohnsonSpaceCenter,2023
7586,8/15/1976,1.752,JohnsonSpaceCenter,2023
7587,8/16/1976,1.742,JohnsonSpaceCenter,2023
7588,10/12/1976,1.758,JohnsonSpaceCenter,2023
7589,11/9/1976,1.763,JohnsonSpaceCenter,2023
7590,12/7/1976,1.765,JohnsonSpaceCenter,2023
7591,1/4/1977,1.768,JohnsonSpaceCenter,2023
7592,2/1/1977,1.774,JohnsonSpaceCenter,2023
7593,3/1/1977,1.781,JohnsonSpaceCenter,2023
7594,3/29/1977,1.788,JohnsonSpaceCenter,2023
7595,4/26/1977,1.791,JohnsonSpaceCenter,2023
7596,5/24/1977,1.797,JohnsonSpaceCenter,2023
7597,6/21/1977,1.806,JohnsonSpaceCenter,2023
7598,7/19/1977,1.816,JohnsonSpaceCenter,2023
7599,8/16/1977,1.819,JohnsonSpaceCenter,2023
7600,9/13/1977,1.818,JohnsonSpaceCenter,2023
7601,10/11/1977,1.826,JohnsonSpaceCenter,2023
7602,11/7/1977,1.828,JohnsonSpaceCenter,2023
7603,12/6/1977,1.829,JohnsonSpaceCenter,2023
7604,1/3/1978,1.837,JohnsonSpaceCenter,2023
7605,2/2/1978,1.83,JohnsonSpaceCenter,2023
7606,2/28/1978,1.832,JohnsonSpaceCenter,2023
7607,3/28/1978,1.841,JohnsonSpaceCenter,2023
7608,4/25/1978,1.847,JohnsonSpaceCenter,2023
7609,5/23/1978,1.857,JohnsonSpaceCenter,2023
7610,6/20/1978,1.862,JohnsonSpaceCenter,2023
7611,7/19/1978,1.875,JohnsonSpaceCenter,2023
7612,8/15/1978,1.876,JohnsonSpaceCenter,2023
7613,9/13/1978,1.877,JohnsonSpaceCenter,2023
7614,10/10/1978,1.883,JohnsonSpaceCenter,2023
7615,11/7/1978,1.88,JohnsonSpaceCenter,2023
7616,12/5/1978,1.866,JohnsonSpaceCenter,2023
7617,1/3/1979,1.856,JohnsonSpaceCenter,2023
7618,2/1/1979,1.844,JohnsonSpaceCenter,2023
7619,2/27/1979,1.841,JohnsonSpaceCenter,2023
7620,3/28/1979,1.845,JohnsonSpaceCenter,2023
7621,4/23/1979,1.845,JohnsonSpaceCenter,2023
7622,5/22/1979,1.855,JohnsonSpaceCenter,2023
7623,6/19/1979,1.862,JohnsonSpaceCenter,2023
7624,7/17/1979,1.869,JohnsonSpaceCenter,2023
7625,7/25/1979,1.868,JohnsonSpaceCenter,2023
7626,7/27/1979,1.865,JohnsonSpaceCenter,2023
7627,8/14/1979,1.873,JohnsonSpaceCenter,2023
7628,9/11/1979,1.876,JohnsonSpaceCenter,2023
7629,9/17/1979,1.876,JohnsonSpaceCenter,2023
7630,9/20/1979,1.874,JohnsonSpaceCenter,2023
7631,10/9/1979,1.881,JohnsonSpaceCenter,2023
7632,11/8/1979,1.888,JohnsonSpaceCenter,2023
7633,12/5/1979,1.892,JohnsonSpaceCenter,2023
7634,1/2/1980,1.897,JohnsonSpaceCenter,2023
7635,2/6/1980,1.896,JohnsonSpaceCenter,2023
7636,3/4/1980,1.899,JohnsonSpaceCenter,2023
7637,4/1/1980,1.9,JohnsonSpaceCenter,2023
7638,4/29/1980,1.906,JohnsonSpaceCenter,2023
7639,5/27/1980,1.909,JohnsonSpaceCenter,2023
7640,6/24/1980,1.919,JohnsonSpaceCenter,2023
7641,7/22/1980,1.933,JohnsonSpaceCenter,2023
7642,8/19/1980,1.937,JohnsonSpaceCenter,2023
7643,9/15/1980,1.946,JohnsonSpaceCenter,2023
